CID,TID,id,number,title,length,artist,album,year,language
7868,8734,6493392,11,War Within a Breath,215000,Rage Against the Machine,"2000-02-03: The Battle of Paris: Le Zénith, Paris, France",,English
7869,8735,7885184,10,Alameda,140000,Julian Lage,Sounding Point,20o9,English
7870,8736,12032232,5,Some(愛).,219000,オフコース,YES-YES-YES,1983,Japanese
7871,8737,11325759,4,Pandora,205000,Kubrick's Cube,Singles,2009,English
7872,8738,12208097,13,Do Your Thing,147600,Stefanie Heinzmann,Masterplan,2008,English
7873,8739,10957954,7,Wandering Musician,378000,The Doors,Other Voices / Full Circle,g,English
7874,8740,12033752,4,על הקצה,230000,נקמת הטרקטור,נשאר רק לרוץ,2011,Hebrew
7875,8741,2822058,12,Follow Close,292093,Fast Crew,Set the Record Straight,20 04,English
7876,8742,7632181,17,BIN No. 812,256160,Mr. Leary,SOPA DELICIOSA,2O07,English
7877,8743,515683,8,Perk,150933,The Jesus Lizard,Liar,1992,English
7878,8744,6758624,1,Endless Coming Into Life,1949000,Black Boned Angel,Ashes,,English
7879,8745,16635833,24,Intro Phil Collins,67551,Bette Midler,Live Aid,2004,English
7880,8746,148036,20,Ameno (remix),227373,Era,Bravo Hits 20,1998,English
7756,8747,10896515,8,死神の岬へ,224000,スピッツ,スピッツ,,Japanese
7881,8748,5304439,18,200 4,213000,Децл,Aka Le Truk,Бог есть,Russian
7882,8749,9855019,13,How Can I Be So Thirsty,156680,Jerrod Niemann,Judge Jerrod & The Hung Jury, 2010,English
7140,8750,14858650,2,Some(p).,277000,marble,未来スコープ, z013,Japanese
7883,8751,3074759,9,"God Rest Ye Merry, Gentlemen",223960,Phil Keaggy,Miracle of Christmas (disc 2),,English
7884,8752,3196557,10,Why She's a Girl from the Chainstore,159866,Buzzcocks,French, 1995,English
7885,8753,3595407,7,Frequency,279853,Super Furry Animals,Love Kraft,2 005,English
7886,8754,11878064,10,"The Complete Preludes, Op. 28 - No. 7 in A Major",59000,Frédéric Chopin,A Chopin Festival,1994,English
7887,8755,1212734,6,Perfect Day,211360,Chris Whitley,Perfect Day, 2000,English
7888,8756,12102560,2,Bullet Through Me (instrumental),,C.R.A.C.,Bullet Through Me,2008,English
7889,8757,13265552,14,I Can't Trust Me (In Your Arms Anymore) (2),134000,Jerry Lee Lewis,The Sun Years: The Definitive Rock 'n' Roll and Country Recordings: November 1956 to August 1963,|989,English
7890,8758,2270103,3,Sarabande No. 3,253893,Erik Satie,Piano music,,French
7891,8759,5051352,5,OMF,219000,H.U.C.,"Trance Magic, Volume 1",2002,English
7892,8760,14359097,4,Pandemonium,Simiantics,437000,Freaky Shamanic Rituals,,English
7893,8761,7777210,29,,143000,羽毛田丈史,Vampire Knight Original Soundtrack,20 08,Japanese
7894,8762,16352978,1,,385000,Bruce Broughton,Young Sherlock Holmes,2 01q,English
7895,8763,14776158,2,Nonstop Disco Powerpack,249000,Beastie Boys,Hot Sauce Committee Part Two,2011,English
7896,8764,8758630,50,Skinny (30 second version),30000,Jack Trombey,Whimsical Moments,,English
7897,8765,86379,16,Wilkes County Blues,174293,Gwen Foster,Harmonica Masters,,English
7898,8766,1840718,5,Tita dong-dong song,293466,Hubert-Félix Thiéfaine,La Tentation du bonheur,19 96,French
7899,8767,6703907,17,Suite in sol minore BWV 995 - Gigue,154973,Paul Beier,"Bach, J.S.: Works for Lute, Volume 2",Z000,[Multiple languages]
7900,8768,11850898,11,Es mentira,,Vendetta,Vendetta,,Spanish
7901,8769,5041737,11,Some(V).,210000,Det Fede Net,"FCK, Volume 2",,Danish
7902,8770,9424912,7,Under A Stormy Sky,141000,Daniel Lanois,Acadie (Goldtop Edition),&,English
7903,8771,6734884,11,Slow Blues (without drums),280226,Peter Vogl,Let's Jam! for Drummers,2005,English
7904,8772,7889552,6,Calle Eclipse,91000,La Antena,Leo Sujatovich,,Spanish
7905,8773,12450159,1,The Sea,350000,Morcheeba,The Sea,,English
3446,8774,8265398,5,"Il dissoluto punito, ossia il Don Giovanni, K. 527: Act I, Scene IX. No. 7 Duettino ""Là ci darem la mano"" (Don Giovanni, Zerlina)",194000,Wolfgang Amadeus Mozart,Essential Mozart: 32 of His Greatest Masterpieces,,English
7906,8775,15752657,5,The Christmas Song,190000,Jackie Gleason,White Christmas,,English
7907,8776,14565095,12,Kiitävän hetken hurma,180000,Eini,Tähtisarja: 30 suosikkia,,Finnish
3078,8777,8436768,4,Damaged Soul (club mix: Sixty Winters),294173,Psyche,ZilloScope 09/02,2002,[Multiple languages]
7908,8778,16585533,A4,I Keep Looking for a Better Way,211000,David Oliver,Rain Fire,,English
7909,8779,10671818,1,Crabbit Shona Set,290000,Chris Duncan & Catherine Strutt,Red House - Heritage of the Scottish Fiddle,,English
770,8780,852397,8,The Fire Still Burns,336866,Russ Ballard,The Fire Still Burns,,English
7910,8781,15794583,4,Ham Hocks Espanol,120000,Jimmy Castor,Hey Leroy, 1995,English
7911,8782,4628561,11,Idiot Half Brother,199400,Turkeyneck Lasso,Turkeyneck Lasso,1 996,English
7912,8783,7124907,6,Leylil Eid,169000,Mohamed Ali Ensemble,Al-Hawanem,,
7913,8784,9883249,5,Some(T).,50000,Shelly Manne & His Men,Complete Live at the Black Hawk,2010,English
7914,8785,1,13765320,Sun suomineitos oon,193000,Heidi Kyrö,Parhaat,1 99 7,Finnish
7915,8786,4911984,31,Cüüüüs,199000,Ercandize feat. Kool Savas & Amar,Best of Ercandize,,German
7916,8787,11910951,3,,129000,Dritte Wahl,Vitaminepillen #1: Wise Choice,,German
7917,8788,11803678,14,Roma,180853,Cameron Cartio,Absolute Music 48, 2005,[Multiple languages]
6103,8789,,46,"- Auto, '90 Grand Am Ext; Spin Tires, Drive Fast On Gravel, Skid Stop, Rear",97000,[no artist],Sound Ideas / CD 6009 - Auto - Road Surfaces,9886805,English
7918,8790,3320422,22,Granny Takes a Trip,163933,Ralph McTell,Streets of London: The Best of Ralph McTell,1982,English
7919,8791,5316795,13,Indian War Whoop,168000,Bob Carlin & John Hartford,The Fun of Open Discussion,,English
7920,8792,11616946,14,Eternity,179440,DJ Frankie Jones,"Trance Voices, Volume 12",q,English
7921,8793,767786,5,"Kantate, BWV 4 ""Christ lag in Todesbanden"": V. Coro Versus IV ""Es war ein wunderlicher Krieg""",157573,Johann Sebastian Bach,"Edition Bachakademie, Volume 2: Cantatas BWV 4-6 (Bach-Collegium Stuttgart feat. conductor: Helmuth Rilling)",,German
7922,8794,4144135,9,,306986,Agnes Monica,...and the story goes...,2003,Indonesian
5425,8795,2790626,4,Some(P).,229186,Wadsworth,Electrics,,
7923,8796,11203587,9,Some(S).,219000,Basil Poledouris,RoboCop 3, |,English
7924,8797,10158091,2,Say A-Ha (Tepr remix),,Santigold,Say A-Ha,2008,English
7925,8798,5711985,18,She's a Light / Iowa,273000,Magic Arrows,"Little Darla Has a Treat for You, Volume 23", 2005,English
7926,8799,3009893,13,Secret Song,523054,Shawn McDonald,Focal Point,,English
7927,8800,6282066,7,Spring Can Really Hang You Up the Most,254000,Ella Fitzgerald,Jazz at the Santa Monica Civic '72, ,English
7928,8801,9544239,31,Droplet,131000,Stéphane Guillaume & Marc Buronfosse & Olivier Louvel & David Patrois & Antoine Banville,Silent Steppes,,English
7929,8802,2020676,7,Sweets for My Sweet,152400,The Searchers,20 UK No.1's from the 60's,,English
7930,8803,12487971,7,Like That Sound (extended vocal mix),255093,Syke'n'Sugarstarr & Jay Sebag,Big City Beats 14,2011,English
7931,8804,4009855,22,,263960,Austria3,Après Ski-Hits 2000,l999,German
7932,8805,7363762,12,Money,229226,Michael Rose,Nuh Carbon,1995,Portuguese
7933,8806,7362032,8,Erziehungsdramen,389280,Urban Priol,Hirn ist aus,2008,German
7934,8807,5027328,1,,126626,Stephen Sondheim,Sunday in the Park With George (2006 London revival cast),Z006,English
7935,8808,6251778,8,Heute Nacht,417000,ni ju san,Elevator Music,200 5,German
7936,8809,2614349,3,This Is Disco (Dave Angel remix),328666,Dave Angel,This Is Disco,,English
7937,8810,16553455,16,逝去的諾言,,陳慧嫻,今天的愛人是誰,1994,Yue Chinese
7938,8811,281271,9,The Cars,195733,I Refuse,Heartbeat City,200q,English
7939,8812,7428403,6,Monster Man,189000,U.D.O.,Live From Russia,20  01,English
7940,8813,10645205,4,Ana de Amsterdam,151400,Chico Buarque,Calabar,,Portuguese
8410,8814,13367389,7,Aşkımdan Vazgeçme,,Ümit Sayın feat. Leman Sam,Söz - Müzik Ümit Sayın,|,Turkish
7941,8815,5272300,7,,224000,The Crabb Family,Silver Dollar City: Southern Gospel Gold,2O01,English
7942,8816,13320118,11,"Dýchaj, dýchaj (Karaoke tundra remix)",161000,Hex,Ty a ja Remixed,2011,Slovak
7943,8817,8829491,3,Der Wandler,501000,Cosmic Couriers,Other Places,,[Multiple languages]
4522,8818,8720022,20,Hackers,190000,Tom McCarthy,Electronica,,English
7944,8819,10859261,2,Padparadscha,277000,Ginkgo Garden,"Faith, Hope & Love",2005,English
7945,8820,8134622,3,,100000,Deftype,Gemischtwaren,200 5,English
7946,8821,783050,13,"Salut D'Amour, Op. 12",191733,Patrick Sheridan,Lollipops,,
7947,8822,14586204,9,Αρκεί να είμαστε μαζί,196000,Maraveyas Ilegál,Η Λόλα,2 012,Greek
7948,8823,13439871,4,"Glorify the Lord, all you works of the Lord (S228)",284173,[religious music],Splendor and Honor-Selected Canticles fromThe Hymnal 1982,Z000,English
7949,8824,11156430,3,Smooth Down,169920,Kas Product,By Pass,,English
7950,8825,7581481,1,Coat of Many Colors,186333,Dolly Parton,Coat of Many Colors,20 08,English
7951,8826,7121593,8,Church of Sacrifice,211000,Mystic Circle,The Bloody Path of God,2007,English
7952,8827,4270721,12,ID,85533,Fasts,Fasts,,English
7953,8828,15217470,1,Auto Neutron,294000,Fat White Family,Auto Neutron,2013,English
7954,8829,9084867,7,Road to Glory (instrumental),175000,Steve Quinzi,Celtic Memories Sampler,2010,English
7955,8830,5340777,2,Hungry Heart #2,216000,Bruce Springsteen,"Lost Masters VI: Travel in Fear (Unreleased River Masters, Volume II)",,English
7956,8831,10381351,16,Old Man Boogie,174000,"Eddie ""Cleanhead"" Vinson",1954: The Year That Rocked the World,,English
6990,8832,6501426,13,Krótki kawałek o wolności słowa,154880,O.S.T.R.,Ja tu tylko sprzątam,2008,Polish
7957,8833,6083105,11,New York Groove,164000,Hello,101 70s Hits,,English
7958,8834,4917061,5,Rush,210000,Jake Mathews,Jake Mathews,,English
5600,8835,10666135,1,Luminis,259000,Into My Sin,From Within,2011,English
7959,8836,10537476,27,Rezitativ (Bass),34426,Johann Sebastian Bach,Christmas Oratorio (New London Consort feat. conductor: Philip Pickett),,English
7960,8837,10258289,39,English,30000,John Carlo Dwyer,Superheroes,,Champion's League
7961,8838,9939529,10,Mode modern,,Heartbreak,Ung och gjord av glas,19&0,Swedish
7962,8839,1811554,11,Devotion,1788200,AWOL One & Daddy Kev,Souldoubt,,English
7963,8840,12808660,20,195306,Songs für Liam,Kraftklub feat. Casper,Bravo Hits 77,2012,English
7964,8841,16628955,7,Some(D).,367000,Empyrium,Bochum | Christuskirche | 2012,2013,[Multiple languages]
7965,8842,7169158,13,Some(M).,105893,"Mats Berglund, Göran Häkansson, Atle Lien Jenssen, & Olav Sæta",24 Polsdanser frå Finnskogen,2002,Norwegian
7966,8843,598076,14,Endtrance,356906,Poi Dog Pondering,Volo Volo,1 g92,English
3410,8844,11824410,10,Skit (Sebastian Russell remix),361000,Dapayk Solo,Decade One (2000-2010), ,[Multiple languages]
7967,8845,15736333,29,Get Free (Andy C remix),302720,Major Lazer feat. Amber Coffman,Nightlife 6,2 013,English
7968,8846,7273143,8,Bruises,,Anna Krantz,Precious Time With You,2007,English
7969,8847,2656702,3,"Hey DJ, I Can't Dance (To That Music You're Playing) (Lesson One mix)",423000,Betty Boo and The Beatmasters,"Hey DJ, I Can't Dance (To That Music You're Playing)",19ge1,English
7970,8848,12713825,13,Some(D).,29000,Gilles Vigneault,Au bout du cœur,,French
7971,8849,4897083,3,Take Notes,201000,J.R. Writer,History in the Making,2006,English
7972,8850,16368511,1,ホーミーの音（ホーミー）,,[unknown],モンゴルのホーミー～ガンボルド、ヤヴガーン,2008,Japanese
7973,8851,4094014,35,Gangster,91000,The Specials,"As Heard on Radio Soulwax, Part 10",2004,English
7974,8852,14027578,3,He Cares,319226,Stephanie Mills,Personal Inspirations,1994,English
7975,8853,16537536,1,"String Quartet in A Minor, Op. 51, No. 2 - Allegro non troppo",750000,Johannes Brahms,"Music & the Arts: Volume 2, Number 1",,English
1311,8854,6174016,3,(There Ain't Nothing Like a) Honky Tonk Song,170226,49 Special,Trails of Evil,,English
7976,8855,8112996,9,Ulysergum,436000,paniq,Advertising for Metaphysics,o,English
7977,8856,Scientific Journey,48,8567316,30000,Biddy Blyth & Mike Trim,Kids World,,English
7978,8857,7893031,9,Day In Day Out,222000,Billy May & His Orchestra,The Swing Era: 1939 - 1940,2001,English
7979,8858,11441833,29,I'm in the Lord's Army,,Gaa Corporation,Baby's First Bible Songs,,
7980,8859,8760606,12,Raunchy,123906,The Nowhere Boys,Nowhere Boy,2009,English
7981,8860,49392,6,Blunted Vision,349000,Mark Finnie,State of Play 2,1998,English
7982,8861,13284203,5,Lester Lampshade,141026,Giant Sand,Backyard Barbeque Broadcast,2011,English
7983,8862,9292950,10,Heaven's No Place,325000,Horse Feathers,Thistled Spring,,English
7984,8863,3189180,11,A mí sólo me gusta el rock,160026,Gigatrón,Los dioses han llegado,,Spanish
7985,8864,9814573,2,The Puppy Song,221000,Peter Stampfel & Baby Gramps,Outertainment,2010,English
7986,8865,2730264,17,Onder aan de dijk (feat. Sarah Bettens),200106,Thé Lau,"De komplete kleinkunstkollektie, Volume 5",2004,Dutch
7987,8866,2465057,19,Some(N).,320600,One Bad Pig,Live - Blow the House Down,,
7988,8867,6513812,1,263000,Je pense à toi comme je t'aime,Diane Tell,"Souvent, longtemps, énormément", 2007,French
7989,8868,7724116,1,Hu Blu Bin,716173,Outre Mesure,Abacadaë,,French
7990,8869,15794142,B4,Two O’Clock Jump,,Harry James,I’ve Heard That Song Before,,English
7991,8870,11955220,7,Sofisticated,254706,Stereo MC’s,Deep Down & Dirty,2 001,English
7992,8871,11659000,6,"Concerto per violino, archi e basso continuo in mi maggiore BWV 1042: III. Allegro assai",160800,Johann Sebastian Bach,Compact Collection Classica,199a3,Italian
7646,8872,3708696,1,La Gang Arrive,265520,1755,Vivre la Baie,1979,French
7993,8873,8373269,24,キーボード・イントロダクション,9306,放課後ティータイム,TVアニメ「けいおん!」オフィシャル バンドやろーよ!! (バンドスコア付),2009,Japanese
7994,8874,14689763,14,Remember We,21000,Da Bush Babees,"2009-10-24: DJ Spinbad Live in Japan: Club Asia, Tokyo, Japan", 2009,English
7995,8875,457477,2,All I Ask of You,293360,Michael Crawford,Michael Crawford Performs Andrew Lloyd Webber,1991,English
7996,8876,5671199,10,Downderry Daze,200000,Bridget St. John,Songs for the Gentle Man,2005,English
7997,8877,16208919,10,Fickle,235000,Pyramidiacs,Teeter Totter,2003,English
7998,8878,5785140,2,Some(T).,371000,Skinny Puppy,Dig It,1986,English
7999,8879,12384592,9,Short and Sweet!,,Je Mappelle,History,,English
8000,8880,5445115,11,Be Magnified,338120,The Livingstone Collective,The Best New Worship Songs... Ever,,English
8001,8881,7992826,Counterparts,The Speed of Love,302933,Rush,7,,English
8002,8882,8278666,41,,100000,Tomaso Antonio Vitali,"Twelve Trio Sonatas, Op. 1 (SEMPERCONSORT feat. conductor: Luigi Cozzolino)",,English
8003,8883,6891070,12,The Re-Return of the Original Art Form (Cut Chemist remix),152000,Major Force,"Def Beat Remixes, Volume 7",2006,English
8004,8884,3741007,20,Let's Start Over Again,193493,Flat Duo Jets,Safari,1 993,English
8005,8885,4669356,39,Transformation,80946,"Takeshi Miura, Hijiri Anze & Sanae Kasahara",Biohazard Sound Chronicle Best Track Box,,English
8006,8886,1897502,11,I'll Tell You,165293,The Beau Brummels,Autumn of Their Years,,English
8007,8887,14181442,22,Plink in the Bucket,224000,Steve Horelick,MPA Steve Horelick Collection,,English
8008,8888,3200040,1,Gone (David Duriez Lunar disco mix),378093,Sieg über die Sonne,Fritz Loveradio (disc 2: Mixed by Anja Schneider),2004,English
8009,8889,434275,6,Some(R).,317733,Fatboy Slim,Halfway Between the Gutter and the Stars (clean edit), 2000,English
8010,8890,10700022,6,Sleeping Wewelsburg,344000,Bashed Nursling,Palace of Toxicology,z011,English
659,8891,890192,11,Anque Me Ruegues,149467,Ramón Ayala Jr.,Lágrimas de Amor,,Spanish
8011,8892,8061685,2,Some(I).,248293,Oneida,Rated O,200q,English
8012,8893,6878160,6,Du bringst mich nicht runter,198946,Abwärts,Rom,200 7,German
8013,8894,3551799,4,Got to Hurry (take 4),156533,The Yardbirds,The Yardbirds Story,2002,English
8014,8895,12867421,1,The Great Escape,198000,We Are Scientists,The Great Escape,2005,English
8015,8896,13868315,7,The Coldest Rap,399613,Ice‐T,Dr. Dre 2002,2000,English
8016,8897,12932845,12,Au Contraire,146240,They Might Be Giants,The Spine,2004,English
7390,8898,15868721,1,Dream47,198000,ALTERfix,Show Bizness: L’Amalgame #3,2013,Spanish
8017,8899,5014600,7,Ain't No Tellin',218000,Truth and Janey,No Rest for the Wicked,1976,English
8018,8900,13344095,20,"Trumpet Concerto in E flat, II: Andante",326920,Johann Nepomuk Hummel,Trumpet Concertos (feat. trumpet Maurice André),,English
8019,8901,11188236,6,,,Falete,¿Quién te crees tú?,2008,Spanish
8020,8902,7660613,2,The Rivers Turned to Cobblestone,200000,Library Tapes,"Mythical Records Presents: Odyssey of Rapture, Volume 1",,[Multiple languages]
8021,8903,1853536,1,We 'a' Rockers,203493,Inner Circle,Rockers,1995,English
8022,8904,15299994,8,Dizzy Buggin',138000,Lester Peabody,Focus on Guitars,|997,English
8023,8905,4021805,3,Everyday Madness Everyday,144933,Heresy,Visions of Fear,,English
8024,8906,1845214,19,"Oh Bess, Oh Where's My Bess (take 5)",262666,Miles Davis & Gil Evans,,The Complete Columbia Studio Recordings,English
8025,8907,1577633,11,City Lights,163826,Rick Treviño,Tribute to Tradition,1g98,English
8026,8908,3881105,8,Send Judah First,281026,Judith Christie-McAllister,Send Judah First,,English
8027,8909,2358626,9,Nothing Right,227440,The Haunted,rEVOLVEr,20 06,English
8028,8910,1484575,14,Något Som Kan Hända,230786,Barbados,Hela Himlen,,
8029,8911,14161413,13,Don't Get Around Much Anymore,218826,Louis Armstrong,Summertime,2006,English
8030,8912,7543313,2,Love or Hype,278000,Antoinette,Burnin' at 20 Below,,English
8031,8913,14675206,1,Only Teardrops,183000,Emmelie de Forest,Only Teardrops,2013,English
8032,8914,12682523,1,Some(E).,306000,Mina Agossi,Red Eyes,2011,English
8033,8915,13708640,8,Sessions,227000,Awol One,Afterbirth,2o07,English
8034,8916,14100728,22,The Stonecutter,395466,John Williams,Family Plot,2010,English
8035,8917,889408,29,Some(A).,160426,Weezer,KROQ Kevin & Bean: Swallow My Eggnog,200 1,English
8036,8918,2232002,20,Let's Dance,106600,Ray Conniff,'S Always Conniff, 1992,English
8037,8919,5343991,7,Dear Elaine,250000,Roy Wood,The Wizzard: Greatest Hits and More - The EMI Years,,English
8038,8920,3395377,5,Ta mig tillbaka,223600,Magnus Johansson,Simplistico,19e98,Swedish
8039,8921,8119096,5,Pimp by Blood (Summer 2002),184000,David Lichtenberger,Technopanda Steinhagen - 5 Years Trauma,2005,English
8040,8922,5480636,12,Hotel Arizona,237000,Wilco,"2000-09-17: WXPN, Cooper River Island, Collingswood, NJ, USA",,English
